standard_type,age_group,age,gender,event,course,b,bb,a,aa,aaa,aaaa
age_group,15-16,,boys,400 fr-r,scy,201.59,211.19,220.79,230.39,249.59,268.79
age_group,15-16,,boys,800 fr-r,scy,447.79,469.09,490.39,511.79,554.39,597.09
age_group,15-16,,boys,200 med-r,scy,100.69,105.49,110.19,114.99,124.59,134.19
age_group,15-16,,boys,400 med-r,scy,220.69,231.19,241.69,252.19,273.19,294.19
age_group,17-18,,girls,50 fr,scy,31.39,29.09,26.89,25.79,24.69,23.49
age_group,17-18,,girls,100 fr,scy,68.09,63.19,58.39,55.89,53.49,51.09
age_group,17-18,,girls,200 fr,scy,147.19,136.69,126.19,120.89,115.69,110.39
age_group,17-18,,girls,500 fr,scy,396.49,368.19,339.89,325.69,311.59,297.39
age_group,17-18,,girls,1000 fr,scy,826.09,767.09,708.09,678.59,649.09,619.59
age_group,17-18,,girls,1650 fr,scy,1367.19,1269.59,1171.89,1123.09,1074.29,1025.39
age_group,17-18,,girls,100 bk,scy,73.39,68.09,62.89,60.29,57.69,54.99
age_group,17-18,,girls,200 bk,scy,158.79,147.39,136.09,130.39,124.79,119.09
age_group,17-18,,girls,100 br,scy,84.79,78.79,72.69,69.69,66.69,63.59
age_group,17-18,,girls,200 br,scy,184.69,171.49,158.29,151.69,145.09,138.49
age_group,17-18,,girls,100 fl,scy,73.59,68.29,63.09,60.39,57.79,55.19
age_group,17-18,,girls,200 fl,scy,162.79,151.19,139.49,133.69,127.89,122.09
age_group,17-18,,girls,200 im,scy,163.59,151.89,140.19,134.39,128.49,122.69
age_group,17-18,,girls,400 im,scy,350.69,325.59,300.59,287.99,275.49,262.99
age_group,17-18,,girls,200 fr-r,scy,134.69,125.09,115.39,110.59,105.79,100.99
age_group,17-18,,girls,400 fr-r,scy,289.49,268.79,248.19,237.79,227.49,217.19
age_group,17-18,,girls,800 fr-r,scy,632.29,587.19,541.99,519.39,496.79,474.29
age_group,17-18,,girls,200 med-r,scy,146.89,136.39,125.89,120.69,115.39,110.19
age_group,17-18,,girls,400 med-r,scy,320.29,297.39,274.49,263.09,251.69,240.19
age_group,17-18,,boys,50 fr,scy,20.69,21.69,22.59,23.59,25.59,27.59
age_group,17-18,,boys,100 fr,scy,45.29,47.39,49.59,51.69,55.99,60.29
age_group,17-18,,boys,200 fr,scy,100.19,104.99,109.69,114.49,123.99,133.59
age_group,17-18,,boys,500 fr,scy,272.39,285.39,298.39,311.39,337.29,363.19
age_group,17-18,,boys,1000 fr,scy,570.19,597.29,624.49,651.59,705.89,760.19
age_group,17-18,,boys,1650 fr,scy,951.79,997.09,1042.39,1087.69,1178.39,1268.99
age_group,17-18,,boys,100 bk,scy,48.89,51.29,53.59,55.89,60.59,65.19
age_group,17-18,,boys,200 bk,scy,107.89,113.09,118.19,123.29,133.59,143.89
age_group,17-18,,boys,100 br,scy,55.99,58.69,61.39,63.99,69.39,74.69
age_group,17-18,,boys,200 br,scy,121.69,127.49,133.29,139.09,150.69,162.29
age_group,17-18,,boys,100 fl,scy,49.09,51.39,53.69,56.09,60.79,65.39
age_group,17-18,,boys,200 fl,scy,109.79,115.09,120.29,125.49,135.99,146.39
age_group,17-18,,boys,200 im,scy,110.59,115.89,121.09,126.39,136.89,147.39
age_group,17-18,,boys,400 im,scy,237.99,249.39,260.69,271.99,294.69,317.39
age_group,17-18,,boys,200 fr-r,scy,86.69,90.79,94.89,99.09,107.29,115.59
age_group,17-18,,boys,400 fr-r,scy,190.39,199.39,208.49,217.49,235.69,253.79
age_group,17-18,,boys,800 fr-r,scy,422.99,443.09,463.19,483.39,523.69,563.89
age_group,17-18,,boys,200 med-r,scy,94.69,99.19,103.69,108.19,117.19,126.29
age_group,17-18,,boys,400 med-r,scy,207.59,217.49,227.39,237.29,257.09,276.79
age_group,10_and_under,,girls,50 fr,scm,43.99,39.79,35.49,34.09,32.69,31.29
age_group,10_and_under,,girls,100 fr,scm,100.29,89.69,78.99,75.39,71.89,68.29
age_group,10_and_under,,girls,200 fr,scm,223.99,199.49,174.99,166.79,158.59,150.39
age_group,10_and_under,,girls,400 fr,scm,452.19,406.89,361.69,346.69,331.59,316.49
age_group,10_and_under,,girls,50 bk,scm,53.69,47.79,41.89,39.99,37.99,36.09
age_group,10_and_under,,girls,100 bk,scm,116.89,103.89,90.89,86.59,82.29,77.99
age_group,10_and_under,,girls,50 br,scm,60.29,53.79,47.29,45.09,42.99,40.79
age_group,10_and_under,,girls,100 br,scm,132.89,118.19,103.39,98.49,93.59,88.69
age_group,10_and_under,,girls,50 fl,scm,53.49,47.19,40.89,38.79,36.69,34.59
age_group,10_and_under,,girls,100 fl,scm,128.89,112.09,95.19,89.49,83.89,78.29
age_group,10_and_under,,girls,100 im,scm,115.19,102.99,90.69,86.59,82.49,78.39
age_group,10_and_under,,girls,200 im,scm,245.39,219.59,193.89,185.29,176.79,168.19
age_group,10_and_under,,girls,200 fr-r,scm,191.39,172.19,153.09,146.69,140.29,133.99
age_group,10_and_under,,girls,200 med-r,scm,215.49,193.89,172.39,165.19,157.99,150.79
age_group,10_and_under,,boys,50 fr,scm,30.39,31.69,32.99,34.29,38.19,42.19
age_group,10_and_under,,boys,100 fr,scm,67.09,70.39,73.79,77.09,87.19,97.19
age_group,10_and_under,,boys,200 fr,scm,146.59,153.59,160.59,167.49,188.49,209.39
age_group,10_and_under,,boys,400 fr,scm,308.89,323.59,338.29,352.99,397.09,441.19
age_group,10_and_under,,boys,50 bk,scm,35.59,37.59,39.59,41.49,47.39,53.39
age_group,10_and_under,,boys,100 bk,scm,76.29,80.09,83.99,87.89,99.59,111.19
age_group,10_and_under,,boys,50 br,scm,40.19,42.29,44.39,46.49,52.79,58.99
age_group,10_and_under,,boys,100 br,scm,86.99,91.39,95.69,100.09,113.09,126.09
age_group,10_and_under,,boys,50 fl,scm,33.99,35.99,37.89,39.79,45.59,51.39
age_group,10_and_under,,boys,100 fl,scm,77.09,82.49,87.79,93.19,109.29,125.49
age_group,10_and_under,,boys,100 im,scm,77.09,80.79,84.39,88.09,99.09,110.09
age_group,10_and_under,,boys,200 im,scm,166.69,175.09,183.39,191.69,216.59,241.59
age_group,10_and_under,,boys,200 fr-r,scm,132.79,139.09,145.39,151.69,170.69,189.69
age_group,10_and_under,,boys,200 med-r,scm,149.59,156.69,163.79,170.89,192.29,213.69
age_group,11-12,,girls,50 fr,scm,37.59,34.99,32.39,31.09,29.79,28.49
age_group,11-12,,girls,100 fr,scm,82.49,76.59,70.69,67.79,64.89,61.89
age_group,11-12,,girls,200 fr,scm,179.59,166.79,153.99,147.59,141.09,134.69
age_group,11-12,,girls,400 fr,scm,382.29,354.99,327.69,314.09,300.39,286.79
age_group,11-12,,girls,800 fr,scm,789.89,733.49,676.99,648.79,620.59,592.39
age_group,11-12,,girls,1500 fr,scm,1498.39,1391.29,1284.29,1230.79,1177.29,1123.79
age_group,11-12,,girls,50 bk,scm,42.79,39.79,36.69,35.19,33.59,32.09
age_group,11-12,,girls,100 bk,scm,95.69,88.19,80.59,76.89,73.09,69.29
age_group,11-12,,girls,200 bk,scm,198.29,184.19,169.99,162.89,155.79,148.79
age_group,11-12,,girls,50 br,scm,48.59,45.19,41.69,39.89,38.19,36.49
age_group,11-12,,girls,100 br,scm,106.59,98.69,90.79,86.89,82.99,78.99
age_group,11-12,,girls,200 br,scm,227.29,211.09,194.89,186.69,178.59,170.49
age_group,11-12,,girls,50 fl,scm,40.79,37.79,34.89,33.49,31.99,30.59
age_group,11-12,,girls,100 fl,scm,94.79,87.19,79.59,75.79,72.09,68.29
age_group,11-12,,girls,200 fl,scm,202.59,188.19,173.69,166.49,159.19,151.99
age_group,11-12,,girls,100 im,scm,94.19,87.49,80.69,77.39,73.99,70.59
age_group,11-12,,girls,200 im,scm,203.19,188.69,174.19,166.89,159.59,152.39
age_group,11-12,,girls,400 im,scm,432.79,401.89,370.99,355.59,340.09,324.59
age_group,11-12,,girls,200 fr-r,scm,159.89,148.49,137.09,131.39,125.69,119.99
age_group,11-12,,girls,400 fr-r,scm,351.59,326.39,301.29,288.79,276.19,263.69
age_group,11-12,,girls,200 med-r,scm,178.09,165.39,152.69,146.29,139.89,133.59
age_group,11-12,,girls,400 med-r,scm,390.59,362.69,334.79,320.89,306.89,292.99
age_group,11-12,,boys,50 fr,scm,27.19,28.49,29.79,31.09,33.69,36.29
age_group,11-12,,boys,100 fr,scm,59.19,62.09,64.89,67.69,73.29,78.99
age_group,11-12,,boys,200 fr,scm,129.29,135.49,141.59,147.79,160.09,172.39
age_group,11-12,,boys,400 fr,scm,275.59,288.69,301.79,314.99,341.19,367.49
age_group,11-12,,boys,800 fr,scm,579.79,607.39,634.99,662.59,717.89,773.09
age_group,11-12,,boys,1500 fr,scm,1094.19,1146.29,1198.39,1250.49,1354.69,1458.89
age_group,11-12,,boys,50 bk,scm,31.19,32.79,34.49,36.09,39.29,42.59
age_group,11-12,,boys,100 bk,scm,65.79,69.39,72.89,76.49,83.69,90.79
age_group,11-12,,boys,200 bk,scm,143.29,150.09,156.89,163.69,177.39,190.99
age_group,11-12,,boys,50 br,scm,34.89,36.69,38.59,40.49,44.29,48.09
age_group,11-12,,boys,100 br,scm,74.99,78.89,82.79,86.69,94.49,102.29
age_group,11-12,,boys,200 br,scm,162.79,170.59,178.29,186.09,201.59,217.09
age_group,11-12,,boys,50 fl,scm,29.59,31.19,32.79,34.49,37.69,40.99
age_group,11-12,,boys,100 fl,scm,65.29,68.99,72.79,76.49,84.09,91.59
age_group,11-12,,boys,200 fl,scm,146.29,153.29,160.29,167.19,181.19,195.09
age_group,11-12,,boys,100 im,scm,67.49,70.69,73.99,77.29,83.89,90.49
age_group,11-12,,boys,200 im,scm,145.99,153.39,160.89,168.29,183.19,198.09
age_group,11-12,,boys,400 im,scm,312.49,327.39,342.29,357.19,386.89,416.69
age_group,11-12,,boys,200 fr-r,scm,115.29,120.79,126.29,131.79,142.79,153.69
age_group,11-12,,boys,400 fr-r,scm,254.19,266.29,278.39,290.49,314.69,338.99
age_group,11-12,,boys,200 med-r,scm,127.79,133.79,139.89,145.99,158.19,170.29
age_group,11-12,,boys,400 med-r,scm,281.59,294.99,308.39,321.79,348.59,375.39
age_group,13-14,,girls,50 fr,scm,35.99,33.39,30.79,29.49,28.29,26.99
age_group,13-14,,girls,100 fr,scm,78.49,72.89,67.29,64.49,61.69,58.89
age_group,13-14,,girls,200 fr,scm,169.79,157.69,145.49,139.49,133.39,127.29
age_group,13-14,,girls,400 fr,scm,360.69,334.99,309.19,296.29,283.39,270.59
age_group,13-14,,girls,800 fr,scm,744.69,691.49,638.29,611.69,585.09,558.49
age_group,13-14,,girls,1500 fr,scm,1414.29,1313.29,1212.29,1161.79,1111.29,1060.79
age_group,13-14,,girls,50 bk,scm,39.99,37.19,34.29,32.89,31.49,29.99
age_group,13-14,,girls,100 bk,scm,84.99,78.89,72.89,69.79,66.79,63.79
age_group,13-14,,girls,200 bk,scm,183.89,170.69,157.59,150.99,144.49,137.89
age_group,13-14,,girls,50 br,scm,46.49,43.19,39.89,38.19,36.49,34.89
age_group,13-14,,girls,100 br,scm,97.99,90.99,83.99,80.49,76.99,73.49
age_group,13-14,,girls,200 br,scm,211.09,195.99,180.89,173.39,165.89,158.29
age_group,13-14,,girls,50 fl,scm,39.59,36.79,33.89,32.49,31.09,29.69
age_group,13-14,,girls,100 fl,scm,84.89,78.79,72.79,69.69,66.69,63.69
age_group,13-14,,girls,200 fl,scm,189.19,175.69,162.19,155.39,148.59,141.89
age_group,13-14,,girls,200 im,scm,189.79,176.19,162.69,155.89,149.09,142.39
age_group,13-14,,girls,400 im,scm,404.19,375.29,346.39,331.99,317.59,303.09
age_group,13-14,,girls,200 fr-r,scm,150.59,139.89,129.09,123.69,118.39,112.99
age_group,13-14,,girls,400 fr-r,scm,328.49,304.99,281.59,269.79,258.09,246.39
age_group,13-14,,girls,800 fr-r,scm,717.29,666.09,614.89,589.19,563.59,537.99
age_group,13-14,,girls,200 med-r,scm,165.59,153.79,141.89,135.99,130.09,124.19
age_group,13-14,,girls,400 med-r,scm,361.29,335.49,309.69,296.79,283.89,270.99
age_group,13-14,,boys,50 fr,scm,24.79,25.89,27.09,28.29,30.69,32.99
age_group,13-14,,boys,100 fr,scm,53.89,56.39,58.99,61.49,66.69,71.79
age_group,13-14,,boys,200 fr,scm,118.09,123.69,129.39,134.99,146.19,157.49
age_group,13-14,,boys,400 fr,scm,253.19,265.19,277.29,289.29,313.39,337.49
age_group,13-14,,boys,800 fr,scm,523.69,548.59,573.59,598.49,648.39,698.19
age_group,13-14,,boys,1500 fr,scm,1001.19,1048.79,1096.49,1144.19,1239.49,1334.89
age_group,13-14,,boys,50 bk,scm,27.89,29.19,30.59,31.89,34.59,37.19
age_group,13-14,,boys,100 bk,scm,59.09,61.89,64.69,67.49,73.09,78.79
age_group,13-14,,boys,200 bk,scm,128.19,134.29,140.39,146.49,158.69,170.99
age_group,13-14,,boys,50 br,scm,31.99,33.49,34.99,36.49,39.59,42.59
age_group,13-14,,boys,100 br,scm,66.79,69.89,73.09,76.29,82.59,88.99
age_group,13-14,,boys,200 br,scm,144.89,151.79,158.69,165.59,179.39,193.19
age_group,13-14,,boys,50 fl,scm,27.49,28.79,30.09,31.39,33.99,36.59
age_group,13-14,,boys,100 fl,scm,58.39,61.19,63.99,66.79,72.29,77.89
age_group,13-14,,boys,200 fl,scm,129.99,136.19,142.39,148.49,160.89,173.29
age_group,13-14,,boys,200 im,scm,130.89,137.09,143.39,149.59,162.09,174.49
age_group,13-14,,boys,400 im,scm,279.89,293.19,306.49,319.89,346.49,373.19
age_group,13-14,,boys,200 fr-r,scm,103.59,108.49,113.39,118.39,128.19,138.09
age_group,13-14,,boys,400 fr-r,scm,226.39,237.19,247.89,258.69,280.29,301.79
age_group,13-14,,boys,800 fr-r,scm,500.89,524.69,548.59,572.39,620.09,667.79
age_group,13-14,,boys,200 med-r,scm,114.59,119.99,125.49,130.89,141.79,152.69
age_group,13-14,,boys,400 med-r,scm,247.99,259.89,271.69,283.49,307.09,330.69
age_group,15-16,,girls,50 fr,scm,35.09,32.59,30.09,28.89,27.59,26.39
age_group,15-16,,girls,100 fr,scm,75.99,70.49,65.09,62.39,59.69,56.99
age_group,15-16,,girls,200 fr,scm,164.69,152.89,141.19,135.29,129.39,123.49
age_group,15-16,,girls,400 fr,scm,350.89,325.79,300.79,288.19,275.69,263.19
age_group,15-16,,girls,800 fr,scm,728.79,676.79,624.69,598.69,572.69,546.59
age_group,15-16,,girls,1500 fr,scm,1387.49,1288.39,1189.29,1139.79,1090.19,1040.69
age_group,15-16,,girls,100 bk,scm,82.59,76.69,70.79,67.79,64.89,61.99
age_group,15-16,,girls,200 bk,scm,179.29,166.49,153.69,147.29,140.89,134.49
age_group,15-16,,girls,100 br,scm,94.99,88.19,81.39,77.99,74.59,71.19
age_group,15-16,,girls,200 br,scm,205.49,190.89,176.19,168.79,161.49,154.19
age_group,15-16,,girls,100 fl,scm,82.19,76.29,70.39,67.49,64.59,61.59
age_group,15-16,,girls,200 fl,scm,183.19,170.09,157.09,150.49,143.99,137.39
age_group,15-16,,girls,200 im,scm,183.59,170.49,157.39,150.79,144.29,137.69
age_group,15-16,,girls,400 im,scm,392.29,364.29,336.29,322.29,308.19,294.19
age_group,15-16,,girls,200 fr-r,scm,149.39,138.79,128.09,122.79,117.39,112.09
age_group,15-16,,girls,400 fr-r,scm,325.89,302.59,279.29,267.69,255.99,244.39
age_group,15-16,,girls,800 fr-r,scm,715.79,664.69,613.59,587.99,562.49,536.89
age_group,15-16,,girls,200 med-r,scm,163.59,151.99,140.29,134.39,128.59,122.69
age_group,15-16,,girls,400 med-r,scm,357.19,331.69,306.19,293.39,280.69,267.89
age_group,15-16,,boys,50 fr,scm,23.39,24.59,25.69,26.79,28.99,31.19
age_group,15-16,,boys,100 fr,scm,51.39,53.89,56.29,58.79,63.69,68.49
age_group,15-16,,boys,200 fr,scm,112.79,118.09,123.49,128.89,139.59,150.29
age_group,15-16,,boys,400 fr,scm,241.79,253.29,264.79,276.29,299.39,322.39
age_group,15-16,,boys,800 fr,scm,506.49,530.59,554.79,578.89,627.09,675.29
age_group,15-16,,boys,1500 fr,scm,959.19,1004.89,1050.49,1096.19,1187.59,1278.89
age_group,15-16,,boys,100 bk,scm,55.99,58.59,61.29,63.99,69.29,74.59
age_group,15-16,,boys,200 bk,scm,122.39,128.19,133.99,139.79,151.49,163.09
age_group,15-16,,boys,100 br,scm,63.69,66.79,69.79,72.79,78.89,84.99
age_group,15-16,,boys,200 br,scm,138.49,145.09,151.69,158.29,171.39,184.59
age_group,15-16,,boys,100 fl,scm,55.69,58.39,60.99,63.69,68.99,74.29
age_group,15-16,,boys,200 fl,scm,124.49,130.39,136.39,142.29,154.19,165.99
age_group,15-16,,boys,200 im,scm,125.09,131.09,136.99,142.99,154.89,166.79
age_group,15-16,,boys,400 im,scm,266.99,279.69,292.39,305.19,330.59,355.99
age_group,15-16,,boys,200 fr-r,scm,100.99,105.79,110.59,115.39,124.99,134.59
age_group,15-16,,boys,400 fr-r,scm,222.79,233.39,243.99,254.59,275.79,297.09
age_group,15-16,,boys,800 fr-r,scm,494.79,518.39,541.89,565.49,612.59,659.69
age_group,15-16,,boys,200 med-r,scm,111.19,116.49,121.79,127.09,137.69,148.29
age_group,15-16,,boys,400 med-r,scm,243.79,255.39,267.09,278.69,301.89,325.09
age_group,17-18,,girls,50 fr,scm,34.69,32.19,29.69,28.49,27.19,25.99
age_group,17-18,,girls,100 fr,scm,75.19,69.89,64.49,61.79,59.09,56.39
age_group,17-18,,girls,200 fr,scm,162.69,151.09,139.39,133.59,127.79,121.99
age_group,17-18,,girls,400 fr,scm,346.89,322.19,297.39,284.99,272.59,260.19
age_group,17-18,,girls,800 fr,scm,722.79,671.19,619.59,593.69,567.89,542.09
age_group,17-18,,girls,1500 fr,scm,1358.99,1261.99,1164.89,1116.39,1067.79,1019.29
age_group,17-18,,girls,100 bk,scm,81.09,75.29,69.49,66.59,63.69,60.79
age_group,17-18,,girls,200 bk,scm,175.39,162.89,150.39,144.09,137.79,131.59
age_group,17-18,,girls,100 br,scm,93.69,87.09,80.39,76.99,73.69,70.29
age_group,17-18,,girls,200 br,scm,204.09,189.49,174.89,167.59,160.39,153.09
age_group,17-18,,girls,100 fl,scm,81.29,75.49,69.69,66.79,63.89,60.99
age_group,17-18,,girls,200 fl,scm,179.89,166.99,154.19,147.69,141.29,134.89
age_group,17-18,,girls,200 im,scm,180.69,167.79,154.89,148.49,141.99,135.59
age_group,17-18,,girls,400 im,scm,387.49,359.79,332.09,318.29,304.49,290.59
age_group,17-18,,girls,200 fr-r,scm,148.79,138.19,127.59,122.29,116.89,111.59
age_group,17-18,,girls,400 fr-r,scm,319.89,297.09,274.19,262.79,251.39,239.89
age_group,17-18,,girls,800 fr-r,scm,698.69,648.79,598.89,573.99,548.99,523.99
age_group,17-18,,girls,200 med-r,scm,162.29,150.69,139.09,133.29,127.49,121.69
age_group,17-18,,girls,400 med-r,scm,353.89,328.59,303.39,290.69,278.09,265.39
age_group,17-18,,boys,50 fr,scm,22.79,23.89,24.99,26.09,28.29,30.39
age_group,17-18,,boys,100 fr,scm,49.99,52.39,54.79,57.19,61.89,66.69
age_group,17-18,,boys,200 fr,scm,110.69,115.99,121.29,126.49,137.09,147.59
age_group,17-18,,boys,400 fr,scm,238.39,249.69,261.09,272.39,295.09,317.79
age_group,17-18,,boys,800 fr,scm,498.89,522.69,546.39,570.19,617.69,665.19
age_group,17-18,,boys,1500 fr,scm,946.09,991.09,1036.19,1081.19,1171.29,1261.39
age_group,17-18,,boys,100 bk,scm,54.09,56.59,59.19,61.79,70.69,76.59,82.49
age_group,17-18,,boys,200 bk,scm,119.29,124.89,130.59,136.29,147.59,158.99
age_group,17-18,,boys,100 br,scm,61.89,64.89,67.79,70.69,76.59,82.49
age_group,17-18,,boys,200 br,scm,134.49,140.89,147.29,153.69,166.49,179.29
age_group,17-18,,boys,100 fl,scm,54.19,56.79,59.39,61.99,67.09,72.29
age_group,17-18,,boys,200 fl,scm,121.39,127.09,132.89,138.69,150.19,161.79
age_group,17-18,,boys,200 im,scm,122.19,127.99,133.79,139.59,151.29,162.89
age_group,17-18,,boys,400 im,scm,262.99,275.49,288.09,300.59,325.59,350.69
age_group,17-18,,boys,200 fr-r,scm,95.79,100.29,104.89,109.49,118.59,127.69
age_group,17-18,,boys,400 fr-r,scm,210.29,220.39,230.39,240.39,260.39,280.39
age_group,17-18,,boys,800 fr-r,scm,467.39,489.59,511.89,534.09,578.59,623.09
age_group,17-18,,boys,200 med-r,scm,104.59,109.59,114.59,119.59,129.49,139.49
age_group,17-18,,boys,400 med-r,scm,229.39,240.39,251.29,262.19,284.09,305.89
age_group,10_and_under,,girls,50 fr,lcm,45.29,40.89,36.59,35.09,33.69,32.19
age_group,10_and_under,,girls,100 fr,lcm,104.09,92.99,81.89,78.19,74.49,70.79
age_group,10_and_under,,girls,200 fr,lcm,230.99,205.69,180.39,171.99,163.49,155.09
age_group,10_and_under,,girls,400 fr,lcm,468.59,421.69,374.89,359.29,343.69,327.99
age_group,10_and_under,,girls,50 bk,lcm,55.79,49.69,43.59,41.59,39.49,37.49
age_group,10_and_under,,girls,100 bk,lcm,121.59,108.09,94.59,90.09,85.59,81.09
age_group,10_and_under,,girls,50 br,lcm,62.19,55.49,48.79,46.49,44.29,42.09
age_group,10_and_under,,girls,100 br,lcm,139.39,123.89,108.39,103.29,98.09,92.99
age_group,10_and_under,,girls,50 fl,lcm,54.49,48.09,41.59,39.49,37.29,35.19
age_group,10_and_under,,girls,100 fl,lcm,132.79,115.39,97.99,92.19,86.39,80.59
age_group,10_and_under,,girls,200 im,lcm,255.69,228.89,202.09,193.09,184.19,175.29
age_group,10_and_under,,girls,200 fr-r,lcm,197.49,177.79,157.99,151.39,144.79,138.29
age_group,10_and_under,,girls,200 med-r,lcm,223.59,201.19,178.89,171.39,163.99,156.49
age_group,10_and_under,,boys,50 fr,lcm,31.59,32.99,34.39,35.69,39.79,43.89
age_group,10_and_under,,boys,100 fr,lcm,69.79,73.19,76.69,80.19,90.59,100.99
age_group,10_and_under,,boys,200 fr,lcm,151.69,158.89,166.09,173.39,194.99,216.69
age_group,10_and_under,,boys,400 fr,lcm,320.79,336.09,351.39,366.59,412.49,458.29
age_group,10_and_under,,boys,50 bk,lcm,36.99,38.99,41.09,43.09,49.29,55.39
age_group,10_and_under,,boys,100 bk,lcm,79.99,84.09,88.19,92.29,104.49,116.69
age_group,10_and_under,,boys,50 br,lcm,41.49,43.59,45.79,47.89,54.39,60.89
age_group,10_and_under,,boys,100 br,lcm,91.69,96.29,100.89,105.49,119.19,132.89
age_group,10_and_under,,boys,50 fl,lcm,34.69,36.59,38.59,40.59,46.39,52.29
age_group,10_and_under,,boys,100 fl,lcm,79.59,85.09,90.69,96.19,112.89,129.49
age_group,10_and_under,,boys,200 im,lcm,172.19,180.79,189.39,197.89,223.69,249.49
age_group,10_and_under,,boys,200 fr-r,lcm,137.19,143.69,150.19,156.79,176.39,195.89
age_group,10_and_under,,boys,200 med-r,lcm,157.59,165.09,172.59,180.09,202.59,225.09
age_group,11-12,,girls,50 fr,lcm,38.49,35.89,33.19,31.89,30.49,29.19
age_group,11-12,,girls,100 fr,lcm,85.59,79.49,73.39,70.29,67.19,64.19
age_group,11-12,,girls,200 fr,lcm,186.39,173.09,159.79,153.09,146.49,139.79
age_group,11-12,,girls,400 fr,lcm,392.89,364.79,336.79,322.79,308.69,294.69
age_group,11-12,,girls,800 fr,lcm,821.59,762.89,704.19,674.89,645.49,616.19
age_group,11-12,,girls,1500 fr,lcm,1566.89,1454.99,1342.99,1287.09,1231.09,1175.19
age_group,11-12,,girls,50 bk,lcm,44.79,41.59,38.39,36.79,35.19,33.59
age_group,11-12,,girls,100 bk,lcm,100.59,92.69,84.79,80.79,76.89,72.89
age_group,11-12,,girls,200 bk,lcm,208.09,193.29,178.39,170.99,163.49,156.09
age_group,11-12,,girls,50 br,lcm,49.79,46.19,42.69,40.89,39.09,37.39
age_group,11-12,,girls,100 br,lcm,110.39,102.19,93.99,89.99,85.89,81.79
age_group,11-12,,girls,200 br,lcm,236.79,219.89,202.99,194.49,186.09,177.59
age_group,11-12,,girls,50 fl,lcm,41.79,38.79,35.79,34.29,32.89,31.39
age_group,11-12,,girls,100 fl,lcm,98.29,90.49,82.59,78.69,74.79,70.79
age_group,11-12,,girls,200 fl,lcm,211.09,195.99,180.89,173.39,165.89,158.29
age_group,11-12,,girls,200 im,lcm,210.59,195.59,180.59,172.99,165.49,157.99
age_group,11-12,,girls,400 im,lcm,448.89,416.79,384.79,368.69,352.69,336.69
age_group,11-12,,girls,200 fr-r,lcm,164.29,152.59,140.89,134.99,129.09,123.29
age_group,11-12,,girls,400 fr-r,lcm,363.69,337.69,311.79,298.79,285.79,272.79
age_group,11-12,,girls,200 med-r,lcm,184.19,170.99,157.89,151.29,144.69,138.19
age_group,11-12,,girls,400 med-r,lcm,408.79,379.59,350.39,335.79,321.19,306.59
age_group,11-12,,boys,50 fr,lcm,28.09,29.39,30.69,32.09,34.79,37.39
age_group,11-12,,boys,100 fr,lcm,61.59,64.49,67.49,70.39,76.19,82.09
age_group,11-12,,boys,200 fr,lcm,134.39,140.79,147.19,153.59,166.39,179.19
age_group,11-12,,boys,400 fr,lcm,285.89,299.49,313.09,326.69,353.89,381.09
age_group,11-12,,boys,800 fr,lcm,600.09,628.69,657.29,685.89,742.99,800.19
age_group,11-12,,boys,1500 fr,lcm,1163.89,1219.29,1274.69,1330.19,1440.99,1551.79
age_group,11-12,,boys,50 bk,lcm,32.59,34.29,35.99,37.69,41.09,44.49
age_group,11-12,,boys,100 bk,lcm,70.39,74.29,78.09,81.89,89.59,97.19
age_group,11-12,,boys,200 bk,lcm,152.19,159.49,166.69,173.99,188.49,202.99
age_group,11-12,,boys,50 br,lcm,36.09,38.09,39.99,41.99,45.89,49.79
age_group,11-12,,boys,100 br,lcm,78.99,83.09,87.19,91.29,99.59,107.79
age_group,11-12,,boys,200 br,lcm,170.99,179.09,187.19,195.39,211.59,227.89
age_group,11-12,,boys,50 fl,lcm,30.29,31.99,33.59,35.29,38.69,41.99
age_group,11-12,,boys,100 fl,lcm,67.79,71.69,75.59,79.49,87.29,95.09
age_group,11-12,,boys,200 fl,lcm,153.59,160.89,168.29,175.59,190.19,204.79
age_group,11-12,,boys,200 im,lcm,150.59,158.29,165.99,173.69,188.99,204.39
age_group,11-12,,boys,400 im,lcm,328.39,344.09,359.69,375.39,406.59,437.89
age_group,11-12,,boys,200 fr-r,lcm,120.19,125.89,131.59,137.39,148.79,160.19
age_group,11-12,,boys,400 fr-r,lcm,266.79,279.49,292.19,304.89,330.29,355.69
age_group,11-12,,boys,200 med-r,lcm,134.79,141.29,147.69,154.09,166.89,179.79
age_group,11-12,,boys,400 med-r,lcm,299.69,313.99,328.19,342.49,370.99,399.59
age_group,13-14,,girls,50 fr,lcm,37.19,34.59,31.89,30.59,29.29,27.89
age_group,13-14,,girls,100 fr,lcm,81.19,75.39,69.59,66.69,63.79,60.89
age_group,13-14,,girls,200 fr,lcm,175.29,162.79,150.29,143.99,137.79,131.49
age_group,13-14,,girls,400 fr,lcm,368.09,341.79,315.49,302.39,289.19,276.09
age_group,13-14,,girls,800 fr,lcm,765.49,710.79,656.09,628.79,601.49,574.09
age_group,13-14,,girls,1500 fr,lcm,1468.39,1363.49,1258.59,1206.19,1153.69,1101.29
age_group,13-14,,girls,50 bk,lcm,42.59,39.49,36.49,34.99,33.49,31.89
age_group,13-14,,girls,100 bk,lcm,89.69,83.29,76.89,73.69,70.49,67.29
